citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1109/tnnls.2020.2967022,10.1109/tnnls.2020.2967022,,https://openalex.org/W3006217815,Low-Rank Tensor Train Coefficient Array Estimation for Tensor-on-Tensor Regression,2020,Yipeng Liu; Jiani Liu; Ce Zhu,IEEE Transactions on Neural Networks and Learning Systems,B,harvest,L1,1,1,,,,,TT-rank tensor-on-tensor regression algorithm; broad field background,no,,,
,10.1137/24m1661996,10.1137/24m1661996,,https://openalex.org/W4412843460,Low-Rank Tree Tensor Network Operators for Long-Range Pairwise Interactions,2025,Gianluca Ceruti; Daniel Kreßner; Dominik Sulz,SIAM Journal on Scientific Computing,A,snowball,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1137/19m1257718,10.1137/19m1257718,,https://openalex.org/W3102489672,Low-Rank Tucker Approximation of a Tensor from Streaming Data,2020,Yiming Sun; Yang Guo; Charlene Luo; Joel A. Tropp; Madeleine Udell,SIAM Journal on Mathematics of Data Science,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1016/j.jcp.2014.01.029,10.1016/j.jcp.2014.01.029,,https://openalex.org/W2102696587,Low-rank approximation in the numerical modeling of the Farley–Buneman instability in ionospheric plasma,2014,Sergey Dolgov; A. P. Smirnov; Е. Е. Тыртышников,Journal of Computational Physics,A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/s40314-023-02211-2,10.1007/s40314-023-02211-2,,https://openalex.org/W4319078794,Low-rank nonnegative tensor approximation via alternating projections and sketching,2023,Azamat Sultonov; С. А. Матвеев; Stanislav Budzinskiy,Computational and Applied Mathematics,I,snowball,L1,1,1,,,,,projection algorithm application,no,,,
,10.1007/s10092-021-00439-0,10.1007/s10092-021-00439-0,,https://openalex.org/W3215262522,Low-rank tensor approximation of singularly perturbed boundary value problems in one dimension,2021,Carlo Marcati; Maxim Rakhuba; Johan E. M. Ulander,CALCOLO,A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.3929/ethz-a-007587832,10.3929/ethz-a-007587832,,https://openalex.org/W2124664178,Low-rank tensor methods for linear systems and eigenvalue problems,2012,Christine Tobler,Repository for Publications and Research Data (ETH Zurich),B,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1007/s10107-019-01406-y,10.1007/s10107-019-01406-y,,https://openalex.org/W2766533971,Lower bounds for finding stationary points I,2019,Yair Carmon; John C. Duchi; Oliver Hinder; Aaron Sidford,Mathematical Programming,F,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/978-3-030-53518-6_16,10.1007/978-3-030-53518-6_16,,https://openalex.org/W3015399600,Maintaining a Library of Formal Mathematics,2020,Floris van Doorn; Gabriel Ebner; Robert Y. Lewis,Lecture notes in computer science,H,snowball,L1,1,1,,,,R8,mathlib maintenance,no,,,
,10.1109/tit.2007.896874,10.1109/tit.2007.896874,,https://openalex.org/W2141107613,Making Good Codes for Classical-Quantum Channel Coding via Quantum Hypothesis Testing,2007,Tomohiro Ogawa; Hiroshi Nagaoka,IEEE Transactions on Information Theory,K,snowball,L1,1,1,,,,,cq coding via hypothesis testing,no,,,
,10.1088/0034-4885/70/6/r03,10.1088/0034-4885/70/6/r03,,https://openalex.org/W1997323544,Making sense of non-Hermitian Hamiltonians,2007,Carl M Bender,Reports on Progress in Physics,L,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physreva.45.5193,10.1103/physreva.45.5193,,https://openalex.org/W1963657000,Manipulation of photons in a cavity by dispersive atom-field coupling: Quantum-nondemolition measurements and generation of ‘‘Schrödinger cat’’ states,1992,M. Brune; S. Haroche; J. M. Raimond; L. Davidovich; N. Zagury,Physical Review A,J,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1016/0024-3795(88)90153-x,10.1016/0024-3795(88)90153-x,,https://openalex.org/W2082117320,Matrices with some extremal properties,1988,Chi-Kwong Li,Linear Algebra and its Applications,D,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1103/physrevlett.102.240603,10.1103/physrevlett.102.240603,,https://openalex.org/W2087210658,Matrix Product States for Dynamical Simulation of Infinite Chains,2009,Mari Carmen Bañuls; M. B. Hastings; Frank Verstraete; J. I. Cirac,Physical Review Letters,M,snowball,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1103/revmodphys.93.045003,10.1103/revmodphys.93.045003,,https://openalex.org/W4200400528,"Matrix product states and projected entangled pair states: Concepts, symmetries, theorems",2021,J. I. Cirac; David Pérez-Garcı́a; Norbert Schuch; Frank Verstraete,Reviews of Modern Physics,A;L;M,harvest+snowball,L1,1,1,,,,R9,MPS/PEPS review,no,,,
,10.1016/j.matpur.2004.09.017,10.1016/j.matpur.2004.09.017,,https://openalex.org/W2024188704,Maximum-norm stability of the finite element Stokes projection,2004,Vivette Girault; Ricardo H. Nochetto; Ridgway Scott,Journal de Mathématiques Pures et Appliquées,C,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1090/s0002-9939-1953-0054846-3,10.1090/s0002-9939-1953-0054846-3,,https://openalex.org/W2069435104,Mean value methods in iteration,1953,W. Robert Mann,Proceedings of the American Mathematical Society,D,snowball,L1,1,1,,,,,Mann iteration,no,,,
,10.1103/physrevx.9.031009,10.1103/physrevx.9.031009,,https://openalex.org/W2886483748,Measurement-Induced Phase Transitions in the Dynamics of Entanglement,2019,Brian Skinner; Jonathan Ruhman; Adam Nahum,Physical Review X,J;M,harvest+snowball,L1,1,1,,,,,quantum Zeno physics/experiment,no,,,
,measurementinducedphasetransitionsinthedynamicsofentanglement,,,https://openalex.org/W3102911478,Measurement-Induced Phase Transitions in the Dynamics of Entanglement,2019,Brian Skinner; Jonathan Ruhman; Adam Nahum,DSpace@MIT (Massachusetts Institute of Technology),M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1103/prxquantum.4.030333,10.1103/prxquantum.4.030333,,https://openalex.org/W4306703465,Measurement-Induced Phase Transitions on Dynamical Quantum Trees,2023,Xiaozhou Feng; Brian Skinner; Adam Nahum,PRX Quantum,A,harvest,L1,1,1,,,,,Measurement-induced transitions on tree-structured dynamics; broad background,no,,,
,10.1038/nphys1157,10.1038/nphys1157,,https://openalex.org/W2045702468,Measurement-based quantum computation,2009,Hans J. Briegel; Dan E. Browne; Wolfgang Dür; Robert Raussendorf; M. Van den Nest,Nature Physics,M,snowball,L1,1,1,,,,,measurement-based QC,no,,,
,10.1103/physrevb.100.134306,10.1103/physrevb.100.134306,,https://openalex.org/W2913031193,Measurement-driven entanglement transition in hybrid quantum circuits,2019,Yaodong Li; Xiao Dong Chen; Matthew P. A. Fisher,Physical review. B./Physical review. B,J,snowball,L1,1,1,,,,,quantum Zeno physics/experiment,no,,,
,10.1016/j.jmaa.2009.07.012,10.1016/j.jmaa.2009.07.012,,https://openalex.org/W2010134289,Metric subregularity and the proximal point method,2009,D. Leventhal,Journal of Mathematical Analysis and Applications,D,snowball,L1,1,1,,,,,metric subregularity proximal point,no,,,
,10.1103/physreva.86.042315,10.1103/physreva.86.042315,,https://openalex.org/W2032698344,Min-entropy uncertainty relation for finite-size cryptography,2012,Nelly H. Y. Ng; Mario Berta; Stephanie Wehner,Physical Review A,E,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1184/r1/6586742.v1,10.1184/r1/6586742.v1,,https://openalex.org/W3106209397,Minimax Sparse Principal Subspace Estimation in High Dimensions,2018,Vincent Q. Vu; Jing Lei,Figshare,C,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1080/01630569808816813,10.1080/01630569808816813,,https://openalex.org/W1441652847,Minimizing certain convex functions over the intersection of the fixed point sets of nonexpansive mappings,1998,,Numerical Functional Analysis and Optimization,I,snowball,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.6092/issn.1972-5787/1980,10.6092/issn.1972-5787/1980,,https://openalex.org/W1789208025,Mizar in a Nutshell,2010,Adam Grabowski; Artur Korniłowicz; Adam Naumowicz,DOAJ (DOAJ: Directory of Open Access Journals),H,snowball,L1,1,1,,,,,Mizar,no,,,
,10.1007/978-3-319-20615-8_17,10.1007/978-3-319-20615-8_17,,https://openalex.org/W2295728669,Mizar: State-of-the-art and Beyond,2015,Grzegorz Bancerek; Czesław Byliński; Adam Grabowski; Artur Korniłowicz; Roman Matuszewski; Adam Naumowicz,Lecture notes in computer science,H,snowball,L1,1,1,,,,,Mizar,no,,,
,10.1137/1.9781611974829,10.1137/1.9781611974829,,https://openalex.org/W2226462370,Model Reduction and Approximation,2017,,Society for Industrial and Applied Mathematics eBooks,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1137/0314056,10.1137/0314056,,https://openalex.org/W2038497950,Monotone Operators and the Proximal Point Algorithm,1976,R. T. Rockafellar,SIAM Journal on Control and Optimization,D,snowball,L1,1,1,,,,,proximal point algorithm,no,,,
,10.1364/josab.10.000524,10.1364/josab.10.000524,,https://openalex.org/W2006631910,Monte Carlo wave-function method in quantum optics,1993,Klaus Mølmer; Yvan Castin; Jean Dalibard,Journal of the Optical Society of America B,J,snowball,L1,1,1,,,,,Monte Carlo wave function,no,,,
,10.1109/lsp.2017.2687044,10.1109/lsp.2017.2687044,,https://openalex.org/W2600509566,Motion Capture Data Completion via Truncated Nuclear Norm Regularization,2017,Wenyu Hu; Zhao Wang; Shuang Liu; Xiaosong Yang; Gaohang Yu; Jianjun Zhang,IEEE Signal Processing Letters,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1090/s0025-5718-1977-0431719-x,10.1090/s0025-5718-1977-0431719-x,,https://openalex.org/W2151317657,Multi-level adaptive solutions to boundary-value problems,1977,Achi Brandt,Mathematics of Computation,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1090/s0894-0347-99-00309-4,10.1090/s0894-0347-99-00309-4,,https://openalex.org/W1602822892,Multidimensional van der Corput and sublevel set estimates,1999,Anthony Carbery; Michael Christ; James Wright,Journal of the American Mathematical Society,D,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/978-1-4613-9425-9,10.1007/978-1-4613-9425-9,,https://openalex.org/W4255801121,Multilinear Algebra,1978,Werner Greub,Universitext,A,snowball,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.48550/arxiv.1809.02449,10.48550/arxiv.1809.02449,,https://openalex.org/W2889924411,Multilinear Duality and Factorisation for Brascamp-Lieb-type Inequalities with applications,2018,Anthony Carbery; Timo S. Hänninen; Stefán Ingi Valdimarsson,arXiv (Cornell University),D,harvest,L1,1,1,,,,,multilinear harmonic analysis; different object,no,,,
,10.48550/arxiv.1311.6747,10.48550/arxiv.1311.6747,,https://openalex.org/W2273844257,Multilinear Embedding and Hardy's Inequality,2013,William Beckner,arXiv (Cornell University),D,harvest,L1,1,1,,,,,multilinear harmonic analysis; different object,no,,,
,10.4171/jems/1229,10.4171/jems/1229,,https://openalex.org/W4281254236,Multilinear duality and factorisation for Brascamp–Lieb-type inequalities,2022,Anthony Carbery; Timo S. Hänninen; Stefán Ingi Valdimarsson,Journal of the European Mathematical Society,D,harvest,L1,1,1,,,,,multilinear harmonic analysis; different object,no,,,
,10.1016/s0022-1236(03)00218-0,10.1016/s0022-1236(03)00218-0,,https://openalex.org/W2075677712,"Multilinear estimates for periodic KdV equations, and applications",2003,J. Colliander; M. Keel; Gigliola Staffilani; Hideo Takaoka; Terence Tao,Journal of Functional Analysis,D,harvest,L1,1,1,,,,,multilinear harmonic analysis; different object,no,,,
,10.1016/j.jmaa.2009.04.021,10.1016/j.jmaa.2009.04.021,,https://openalex.org/W1986007983,Multilinear extrapolation and applications to the bilinear Hilbert transform,2009,Marı́a J. Carro; Loukas Grafakos; José María Martell; Fernando Soria,Journal of Mathematical Analysis and Applications,D,harvest,L1,1,1,,,,,multilinear harmonic analysis; different object,no,,,
,10.1353/ajm.2001.0035,10.1353/ajm.2001.0035,,https://openalex.org/W2125279937,"Multilinear weighted convolution of L 2 functions, and applications to nonlinear dispersive equations",2001,Terence Tao,American Journal of Mathematics,D,harvest,L1,1,1,,,,,Sharp multilinear weighted L2 convolution estimates for dispersive PDE; different field,no,,,
,10.1063/1.2345196,10.1063/1.2345196,,https://openalex.org/W2037405141,Multireference correlation in long molecules with the quadratic scaling density matrix renormalization group,2006,Johannes Hachmann; Wim Cardoen; Garnet Kin‐Lic Chan,The Journal of Chemical Physics,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.21468/scipostphys.19.4.111,10.21468/scipostphys.19.4.111,,https://openalex.org/W4415591058,Mutual multilinearity of nonequilibrium network currents,2025,Sara Dal Cengio; Pedro E. Harunari; Vivien Lecomte; Matteo Polettini,SciPost Physics,B,harvest,L1,1,1,,,,,multilinearity in network currents,no,,,
,10.1081/nfa-120003674,10.1081/nfa-120003674,,https://openalex.org/W2093425777,NON-STRICTLY CONVEX MINIMIZATION OVER THE FIXED POINT SET OF AN ASYMPTOTICALLY SHRINKING NONEXPANSIVE MAPPING,2002,Nobuhiko Ogura; Isao Yamada,Numerical Functional Analysis and Optimization,D,snowball,L1,1,1,,,,,fixed point minimization,no,,,
,10.1016/j.physrep.2020.05.004,10.1016/j.physrep.2020.05.004,,https://openalex.org/W3033513666,Networks beyond pairwise interactions: Structure and dynamics,2020,Federico Battiston; Giulia Cencetti; Iacopo Iacopini; Vito Latora; Maxime Lucas; Alice Patania,Physics Reports,F,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1017/s0962492921000052,10.1017/s0962492921000052,,https://openalex.org/W3115781672,Neural network approximation,2021,Ronald DeVore; Boris Hanin; Guergana Petrova,Acta Numerica,N,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevx.8.011006,10.1103/physrevx.8.011006,,https://openalex.org/W2762549329,"Neural-Network Quantum States, String-Bond States, and Chiral Topological States",2018,Ivan Glasser; Nicola Pancotti; Moritz August; Ivan D. Rodriguez; J. Ignacio Cirac,Physical Review X,M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.2203.13522,10.48550/arxiv.2203.13522,,https://openalex.org/W4221156014,New Quantum Algorithms for Computing Quantum Entropies and Distances,2022,Qisheng Wang; Ji Guan; Junyi Liu; Zhicheng Zhang; Mingsheng Ying,arXiv (Cornell University),E,harvest,L1,1,1,,,,,quantum information context; no projection-error bound,no,,,
,10.1137/0322010,10.1137/0322010,,https://openalex.org/W2063361816,New Results on the Interpolation Problem for Continuous-Time Stationary Increments Processes,1984,Michele Pavon,SIAM Journal on Control and Optimization,I,snowball,L1,1,1,,,,,stationary process interpolation,no,,,
,10.1109/tit.2011.2162226,10.1109/tit.2011.2162226,,https://openalex.org/W2159351168,Noisy Channel Coding via Privacy Amplification and Information Reconciliation,2011,Joseph M. Renes; Renato Renner,IEEE Transactions on Information Theory,E,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1103/revmodphys.94.015004,10.1103/revmodphys.94.015004,,https://openalex.org/W4213212652,Noisy intermediate-scale quantum algorithms,2022,Kishor Bharti; Alba Cervera-Lierta; Thi Ha Kyaw; Tobias Haug; Sumner Alperin-Lea; Abhinav Anand,Reviews of Modern Physics,D,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1088/1751-8113/40/46/r01,10.1088/1751-8113/40/46/r01,,https://openalex.org/W1977046089,Nonequilibrium steady states of matrix-product form: a solver's guide,2007,Richard A. Blythe; M. R. Evans,Journal of Physics A Mathematical and Theoretical,M,snowball,L1,1,1,,,,,matrix product steady states,no,,,
,10.1090/memo/1270,10.1090/memo/1270,,https://openalex.org/W2994614884,Nonlinear Diffusion Equations and Curvature Conditions in Metric Measure Spaces,2019,Luigi Ambrosio; Andrea Mondino; Giuseppe Savaré,Memoirs of the American Mathematical Society,D,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1016/j.physrep.2012.07.001,10.1016/j.physrep.2012.07.001,,https://openalex.org/W2072381571,Nonperturbative theory of weak pre- and post-selected measurements,2012,Abraham G. Kofman; Sahel Ashhab; Franco Nori,Physics Reports,J,snowball,L1,1,1,,,,,weak pre/post-selected measurement,no,,,
,10.1103/physrevlett.133.010601,10.1103/physrevlett.133.010601,,https://openalex.org/W4391420775,Nonstabilizerness via Matrix Product States in the Pauli Basis,2024,Poetri Sonya Tarabunga; Emanuele Tirrito; Mari Carmen Bañuls; Marcello Dalmonte,Physical Review Letters,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1137/1.9780898717655,10.1137/1.9780898717655,,https://openalex.org/W1485446097,Numerical Linear Algebra and Applications,2010,Biswa Nath Datta,,L,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physreva.109.022420,10.1103/physreva.109.022420,,https://openalex.org/W4391786941,Numerical simulation of long-range open quantum many-body dynamics with tree tensor networks,2024,Dominik Sulz; Christian Lubich; Gianluca Ceruti; Igor Lesanovsky; Federico Carollo,Physical Review A,A,harvest+snowball,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1007/s00365-011-9131-1,10.1007/s00365-011-9131-1,,https://openalex.org/W1967859589,O(dlog N)-Quantics Approximation of N-d Tensors in High-Dimensional Numerical Modeling,2011,Boris N. Khoromskij,Constructive Approximation,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1016/j.csda.2013.03.024,10.1016/j.csda.2013.03.024,,https://openalex.org/W2083592234,OLS with multiple high dimensional category variables,2013,Simen Gaure,Computational Statistics & Data Analysis,I,snowball,L1,1,1,,,,,OLS fixed effects computation,no,,,
