citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1103/physrevresearch.6.033057,10.1103/physrevresearch.6.033057,,https://openalex.org/W4400533104,Simulating ( 2 + 1 ) D SU(2) Yang-Mills lattice gauge theory at finite density with tensor networks,2024,Giovanni Cataldi; Giuseppe Magnifico; Pietro Silvi; Simone Montangero,Physical Review Research,O3;O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/physrevlett.131.180601,10.1103/physrevlett.131.180601,,https://openalex.org/W4388019892,Simulating Quantum Circuits Using Efficient Tensor Network Contraction Algorithms with Subexponential Upper Bound,2023,Thorsten B. Wahl; Sergii Strelchuk,Physical Review Letters,O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/050644756,10.1137/050644756,,https://openalex.org/W2072969317,Simulating Quantum Computation by Contracting Tensor Networks,2008,Igor L. Markov; Yaoyun Shi,SIAM Journal on Computing,O3;O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1103/physrevresearch.3.023005,10.1103/physrevresearch.3.023005,,https://openalex.org/W3014470946,Simulating noisy quantum circuits with matrix product density operators,2021,Song Cheng; Chenfeng Cao; Chao Zhang; Yongxiang Liu; Shi‐Yao Hou; Pengxiang Xu,Physical Review Research,O3,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/physrevresearch.6.033325,10.1103/physrevresearch.6.033325,,https://openalex.org/W4402731616,"Simulating the quantum Fourier transform, Grover's algorithm, and the quantum counting algorithm with limited entanglement using tensor networks",2024,Marcel Niedermeier; José L. Lado; Christian Flindt,Physical Review Research,O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/physrevlett.128.030501,10.1103/physrevlett.128.030501,,https://openalex.org/W4205738707,Simulation of Quantum Circuits Using the Big-Batch Tensor Network Method,2022,Feng Pan; Pan Zhang,Physical Review Letters,O3,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/prxquantum.3.020331,10.1103/prxquantum.3.020331,,https://openalex.org/W3212663212,Simulation of Quantum Many-Body Dynamics with Tensor Processing Units: Floquet Prethermalization,2022,Alan Morningstar; Markus Hauru; Jackson Beall; Martin Ganahl; Adam G. M. Lewis; Vedika Khemani,PRX Quantum,O3,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.22331/q-2019-09-02-181,10.22331/q-2019-09-02-181,,https://openalex.org/W2885845431,Simulation of quantum circuits by low-rank stabilizer decompositions,2019,Sergey Bravyi; Dan Browne; Padraic Calpin; Earl Campbell; David Gosset; Mark Howard,Quantum,O3,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/physreva.101.022308,10.1103/physreva.101.022308,,https://openalex.org/W2980483094,Single-step implementation of high-fidelity n -bit Toffoli gates,2020,S. E. Rasmussen; Koen Groenland; R. Gerritsma; Kareljan Schoutens; N. T. Zinner,Physical Review A,O3,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.3390/sym14101996,10.3390/sym14101996,,https://openalex.org/W4298004036,Singularity Properties of Timelike Sweeping Surface in Minkowski 3-Space,2022,Yanlin Li; Sahar H. Nazra; Rashad A. Abdel-Baky,Symmetry,O5,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/23m1609166,10.1137/23m1609166,,https://openalex.org/W4403692044,Solution of Mismatched Monotone+Lipschitz Inclusion Problems,2024,Émilie Chouzenoux; Jean‐Christophe Pesquet; Fernando Roldán,SIAM Journal on Optimization,O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1007/s10444-003-2605-3,10.1007/s10444-003-2605-3,,https://openalex.org/W2088378949,Solution of elementary equations in the Minkowski geometric algebra of complex sets,2005,Rida T. Farouki; Chang Yong Han,Advances in Computational Mathematics,O5,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1016/j.jcp.2024.113110,10.1016/j.jcp.2024.113110,,https://openalex.org/W4398224222,Solving high-dimensional Fokker-Planck equation with functional hierarchical tensor,2024,Xun Tang; Lexing Ying,Journal of Computational Physics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1080/02331930412331327157,10.1080/02331930412331327157,,https://openalex.org/W2074214991,Solving monotone inclusions via compositions of nonexpansive averaged operators,2004,Patrick L. Combettes,Optimization,O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/physreva.103.052416,10.1103/physreva.103.052416,,https://openalex.org/W3108818881,Solving nonlinear differential equations with differentiable quantum circuits,2021,Oleksandr Kyriienko; Annie E. Paine; Vincent E. Elfving,Physical Review A,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/zwn1-f981,10.1103/zwn1-f981,,https://openalex.org/W4415346154,Solving the Gross-Pitaevskii equation on multiple different scales using the quantics tensor train representation,2026,Marcel Niedermeier; Adrien Moulinas; Thibaud Louvet; José L. Lado; Xavier Waintal,Physical Review Research,O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1103/physrevlett.129.090502,10.1103/physrevlett.129.090502,,https://openalex.org/W4292651864,Solving the Sampling Problem of the Sycamore Quantum Circuits,2022,Feng Pan; Keyang Chen; Pan Zhang,Physical Review Letters,O3;O6,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.3836/tjm/1255958684,10.3836/tjm/1255958684,,https://openalex.org/W2069135191,Spacelike Helicoidal Surfaces with Constant Mean Curvature in Minkowski 3-space,2000,Naoshi SASAHARA,Tokyo Journal of Mathematics,O5,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1017/s0962492911000055,10.1017/s0962492911000055,,https://openalex.org/W2083754610,Sparse tensor discretizations of high-dimensional parametric and stochastic PDEs,2011,Christoph Schwab; Claude Jeffrey Gittelson,Acta Numerica,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1049/itr2.12383,10.1049/itr2.12383,,https://openalex.org/W4378983123,Spatiotemporal traffic data imputation by synergizing low tensor ring rank and nonlocal subspace regularization,2023,Peng‐Ling Wu; Meng Ding; Yu‐Bang Zheng,IET Intelligent Transport Systems,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/15m1036919,10.1137/15m1036919,,https://openalex.org/W1858056047,Spectral Tensor-Train Decomposition,2016,Daniele Bigoni; Allan Peter Engsig‐Karup; Youssef Marzouk,SIAM Journal on Scientific Computing,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,splittingmethodsformonotoneoperatorswithapplicationstoparalleloptimization,,,https://openalex.org/W1525779601,Splitting methods for monotone operators with applications to parallel optimization,1989,Jonathan Eckstein,DSpace@MIT (Massachusetts Institute of Technology),O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1016/j.jcp.2020.109341,10.1016/j.jcp.2020.109341,,https://openalex.org/W3007515656,Stability analysis of hierarchical tensor methods for time-dependent PDEs,2020,Abram Rodgers; Daniele Venturi,Journal of Computational Physics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.3390/app14041491,10.3390/app14041491,,https://openalex.org/W4391753772,Stable Low-Rank CP Decomposition for Compression of Convolutional Neural Networks Based on Sensitivity,2024,Chenbin Yang; Huiyi Liu,Applied Sciences,O2,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.1507.07095,10.48550/arxiv.1507.07095,,https://openalex.org/W960403429,Stochastic Approximations and Perturbations in Forward-Backward Splitting for Monotone Operators,2015,Patrick L. Combettes; Jean‐Christophe Pesquet,arXiv (Cornell University),O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,stochasticapproximationsandperturbationsinforwardbackwardsplittingformonotoneoperators,,,https://openalex.org/W2963692017,Stochastic Approximations and Perturbations in Forward-Backward Splitting for Monotone Operators,2016,Patrick L. Combettes; Jean‐Christophe Pesquet,HAL (Le Centre pour la Communication Scientifique Directe),O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.48550/arxiv.2609.00870,10.48550/arxiv.2609.00870,,https://openalex.org/W7206215057,Stochastic Optimization of Tree Tensor Networks,2026,Marius Willner; Maximilian Schärf; André Uschmajew; Timo Felser; Marco Trenti,arXiv (Cornell University),O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/22m1515045,10.1137/22m1515045,,https://openalex.org/W4387339899,Streaming Tensor Train Approximation,2023,Daniel Kreßner; Bart Vandereycken; Rik Voorhaar,SIAM Journal on Scientific Computing,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.21468/scipostphys.9.5.070,10.21468/scipostphys.9.5.070,,https://openalex.org/W3012661739,Studying dynamics in two-dimensional quantum lattices using tree tensor network states,2020,Benedikt Kloss; David Reichman; Yevgeny Bar Lev,SciPost Physics,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1137/16m1082469,10.1137/16m1082469,,https://openalex.org/W2811395263,"Survey of Multifidelity Methods in Uncertainty Propagation, Inference, and Optimization",2018,Benjamin Peherstorfer; Karen Willcox; Max Gunzburger,SIAM Review,O3,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1109/tqe.2021.3068355,10.1109/tqe.2021.3068355,,https://openalex.org/W3137551309,Survey on Quantum Circuit Compilation for Noisy Intermediate-Scale Quantum Computers: Artificial Intelligence to Heuristics,2021,Janusz Kusyk; Samah Mohamed Saeed; M. Ümit Uyar,IEEE Transactions on Quantum Engineering,O6,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1137/16m1073741,10.1137/16m1073741,,https://openalex.org/W2962688058,THE VARIABLE METRIC FORWARD-BACKWARD SPLITTING ALGORITHM UNDER MILD DIFFERENTIABILITY ASSUMPTIONS,2017,Saverio Salzo,IRIS Research product catalog (Sapienza University of Rome),O4,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1515/rnam-2013-0009,10.1515/rnam-2013-0009,,https://openalex.org/W2077817396,TT-GMRES: solution to a linear system in the structured tensor format,2013,Sergey Dolgov,Russian Journal of Numerical Analysis and Mathematical Modelling,O1,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1016/j.chemphys.2018.05.029,10.1016/j.chemphys.2018.05.029,,https://openalex.org/W2805777793,Tangent space formulation of the Multi-Configuration Time-Dependent Hartree equations of motion: The projector–splitting algorithm revisited,2018,Matteo Bonfanti; Irène Burghardt,Chemical Physics,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.21468/scipostphyslectnotes.7,10.21468/scipostphyslectnotes.7,,https://openalex.org/W2896714001,Tangent-space methods for uniform matrix product states,2019,Laurens Vanderstraeten; Jutho Haegeman; Frank Verstraete,SciPost Physics Lecture Notes,O3,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no,,,
,10.1145/3278607,10.1145/3278607,,https://openalex.org/W2963472624,Tensor Completion Algorithms in Big Data Analytics,2019,Qingquan Song; Hancheng Ge; James Caverlee; Xia Hu,ACM Transactions on Knowledge Discovery from Data,O2,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1109/tsp.2017.2690524,10.1109/tsp.2017.2690524,,https://openalex.org/W2469230926,Tensor Decomposition for Signal Processing and Machine Learning,2017,Nicholas D. Sidiropoulos; Lieven De Lathauwer; Xiao Fu; Kejun Huang; Evangelos E. Papalexakis; Christos Faloutsos,IEEE Transactions on Signal Processing,O5,harvest,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1137/07070111x,10.1137/07070111x,,https://openalex.org/W2024165284,Tensor Decompositions and Applications,2009,Tamara G. Kolda; Brett W. Bader,SIAM Review,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1109/msp.2013.2297439,10.1109/msp.2013.2297439,,https://openalex.org/W2119412403,Tensor Decompositions for Signal Processing Applications: From two-way to multiway component analysis,2015,Andrzej Cichocki; Danilo P. Mandic; Lieven De Lathauwer; Guoxu Zhou; Qibin Zhao; César F. Caiafa,IEEE Signal Processing Magazine,O1,snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
,10.1007/978-3-030-34489-4,10.1007/978-3-030-34489-4,,https://openalex.org/W2965088710,Tensor Network Contractions,2020,Shi-Ju Ran; Emanuele Tirrito; Peng Cheng; Xi Chen; Luca Tagliacozzo; Gang Su,Lecture notes in physics,O1;O3,harvest+snowball,L1,1,1,,,,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no,,,
